Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B05022,1585,3.61,1.0,26.8,92.1,33.81,68.59
B05023,1516,3.6,3.88,39.2,88.1,34.47,67.94
B05024,1090,3.25,0.87,43.7,76.8,39.92,76.95
B05025,1818,3.91,1.41,37.3,99.8,32.66,61.66
B05026,668,3.95,1.22,41.6,54.3,43.58,86.08
B05027,1207,3.67,2.16,48.0,78.5,37.94,71.53
B05028,655,3.97,3.75,40.7,58.3,43.81,84.07
B05029,1306,4.17,1.96,49.5,81.8,36.19,70.96
B05030,1094,3.21,0.77,22.1,74.7,38.46,79.59
B05031,1870,3.83,4.55,45.7,106.6,31.61,60.27
B05032,1348,3.85,1.19,49.0,84.6,36.05,68.59
B05033,159,3.33,3.75,43.0,35.5,48.3,93.7
B05034,623,3.48,4.0,43.3,58.9,44.01,82.89
B05035,858,3.24,4.94,33.8,65.7,41.25,81.91
B05036,475,3.84,2.08,48.2,51.3,44.73,85.87
B05037,1761,3.65,4.83,49.9,99.5,31.77,60.85
B05038,1917,3.54,3.03,21.4,109.6,30.5,60.46
B05039,1787,3.76,2.59,39.8,98.9,31.98,63.02
B05040,86,4.1,4.15,23.4,33.1,48.71,100.0
B05041,1978,3.29,3.88,42.4,108.2,29.27,59.08
B05042,1907,3.43,4.94,29.3,103.5,31.47,59.81
B05043,1673,3.99,2.05,37.8,101.0,32.83,66.45
B05044,1750,3.67,0.79,25.4,95.9,32.08,63.45
B05045,1436,4.04,4.51,26.8,85.5,34.77,70.28
B05046,1657,3.96,1.14,48.6,95.8,34.35,61.76
B05047,1306,4.05,0.51,39.8,86.8,36.0,73.43
B05048,1987,3.3,4.35,20.8,109.7,31.03,59.81
B05049,1303,3.69,1.59,22.0,84.7,36.26,72.45
B05050,764,3.95,3.58,28.9,55.8,43.14,83.32
B05051,12,3.71,2.42,41.1,35.1,50.14,98.38
B05052,869,3.33,4.31,20.4,63.5,42.28,81.63
B05053,1688,3.9,4.98,48.0,99.6,32.32,60.88
B05054,1903,3.33,3.25,24.4,106.1,30.28,63.85
B05055,1108,3.94,2.74,28.6,70.0,39.64,78.69
B05056,1379,3.79,0.78,39.4,90.1,36.5,70.7
B05057,150,4.13,3.78,31.2,40.9,49.01,95.61
B05058,1797,3.83,4.04,38.0,102.1,31.46,63.72
B05059,391,3.42,0.97,41.6,44.9,46.63,89.76
B05060,1536,3.91,0.52,42.7,86.9,35.04,65.16
B05061,378,3.42,0.9,44.6,45.2,47.05,87.83
B05062,589,3.34,4.44,47.9,54.0,44.55,85.96
B05063,1672,3.37,3.79,22.3,97.4,34.17,68.86
B05064,1720,3.93,3.66,24.1,101.8,32.56,64.98
B05065,237,4.0,4.0,25.7,36.7,46.89,96.69
B05066,1986,3.31,0.78,20.4,109.2,29.74,60.99
B05067,228,3.52,1.3,43.0,38.1,48.05,92.0
B05068,928,4.11,3.9,39.9,67.4,41.25,78.36
B05069,675,3.92,4.57,40.6,61.9,43.86,84.79
B05070,781,3.38,3.32,49.1,58.2,42.91,82.14
B05071,1772,3.78,3.55,46.1,97.2,31.88,62.35
B05072,389,4.0,3.63,28.3,46.2,45.71,91.64
B05073,1143,4.02,2.99,41.8,80.1,37.83,73.65
B05074,1994,3.92,3.08,26.1,111.2,30.67,58.99
B05075,1153,3.45,3.79,42.2,72.7,39.14,74.05
B05076,383,3.57,0.91,37.3,45.7,45.47,91.96
B05077,467,3.91,2.88,46.2,49.8,44.77,86.34
B05078,701,3.56,1.29,24.2,62.9,42.86,86.32
B05079,574,3.64,3.48,44.6,50.2,43.55,84.63
B05080,1957,4.13,1.24,38.8,107.2,30.7,57.01
B05081,1381,3.4,1.7,26.9,89.9,37.04,72.79
B05082,1080,4.03,2.97,28.1,71.0,39.72,76.31
B05083,1913,3.53,1.14,21.6,102.0,30.64,63.31
B05084,107,3.53,1.33,37.8,31.5,48.39,97.23
B05085,366,4.04,3.38,35.6,47.2,46.26,92.31
B05086,253,3.28,0.68,24.5,41.0,46.73,94.82
B05087,368,3.71,1.79,33.1,46.9,45.33,90.21
B05088,1647,4.04,0.91,29.7,96.0,34.14,65.52
B05089,508,3.55,3.36,46.1,51.9,45.62,85.71
B05090,450,3.53,3.42,36.3,50.4,45.9,89.95
B05091,670,3.89,1.88,34.5,55.3,42.4,83.56
B05092,990,4.02,3.18,45.5,71.0,39.54,79.12
B05093,1945,3.22,2.08,49.8,105.9,31.32,57.29
B05094,310,3.75,4.39,29.8,43.0,47.44,93.39
B05095,1536,3.92,1.37,38.4,93.5,35.29,65.88
B05096,568,3.84,4.64,29.6,55.0,44.38,86.55
B05097,1576,3.74,3.93,36.6,90.0,34.38,68.07
B05098,1468,4.04,1.4,37.6,90.0,34.69,70.44
B05099,512,3.54,2.98,21.5,53.2,45.17,88.87
B05100,1498,3.69,2.12,26.8,93.0,35.42,71.66
B05101,1530,3.87,4.56,35.6,91.6,34.71,67.63
B05102,1209,4.09,3.78,42.4,73.9,37.59,72.47
B05103,1932,3.83,1.28,39.3,110.7,31.04,57.6
B05104,1985,4.17,2.75,34.2,110.3,31.0,60.51
B05105,759,3.76,2.32,21.7,62.2,41.5,84.73
B05106,1641,4.16,1.44,37.9,99.1,33.8,65.63
B05107,941,3.77,1.35,21.7,68.0,41.33,81.34
B05108,1290,3.79,2.81,27.1,80.0,36.49,75.63
B05109,451,3.34,2.2,20.9,47.7,44.86,91.02
B05110,987,3.77,1.11,35.0,73.0,39.57,76.89
B05111,1683,3.79,2.95,22.9,100.6,32.8,67.71
B05112,1958,3.38,0.55,32.7,108.2,29.73,61.27
B05113,1457,3.95,4.01,49.8,84.8,34.81,67.19
B05114,456,3.73,2.13,44.7,49.7,45.33,86.24
B05115,210,3.46,3.69,25.0,39.1,48.23,95.92
B05116,1776,3.23,1.64,42.3,97.7,32.38,62.42
B05117,1124,3.7,3.93,40.1,72.9,37.91,76.92
B05118,1034,3.5,4.62,31.6,76.3,40.26,79.92
B05119,520,3.89,1.42,42.8,52.7,43.99,87.05
B05120,891,3.93,1.32,47.4,67.0,40.3,78.91
B05121,1091,3.77,3.27,23.7,69.5,38.78,79.56
B05122,1419,3.71,0.51,45.2,83.3,36.01,67.74
B05123,23,4.15,1.49,38.9,33.8,50.2,96.51
B05124,1842,4.03,3.96,44.8,102.5,32.18,58.7
B05125,594,3.54,0.82,24.9,51.6,44.04,87.76
B05126,749,3.25,2.11,33.4,62.9,41.99,85.03
B05127,320,3.72,0.53,43.8,42.1,46.82,89.04
B05128,1752,3.21,2.48,24.8,97.5,32.42,66.52
B05129,123,3.77,2.69,29.2,38.2,48.68,97.35
B05130,525,3.5,1.43,44.8,46.7,44.05,87.27
B05131,1930,3.22,1.32,31.5,110.2,31.0,59.67
B05132,667,3.71,1.19,34.6,56.2,42.99,85.27
B05133,1795,3.72,2.0,41.8,99.7,32.52,62.03
B05134,1269,3.71,1.14,45.3,78.4,36.34,71.64
B05135,1023,3.72,3.21,38.5,68.1,40.03,77.21
B05136,1481,3.47,4.64,42.4,87.4,35.06,66.3
B05137,1189,3.92,2.61,44.8,73.9,37.28,72.01
B05138,783,3.6,0.79,38.7,56.5,42.08,83.46
B05139,791,3.74,2.22,44.1,59.7,42.02,80.81
B05140,1055,4.07,2.19,33.5,71.7,39.99,78.0
B05141,1945,3.5,2.67,49.8,106.2,30.67,58.21
B05142,850,3.52,0.96,34.1,63.2,42.35,80.92
B05143,1488,3.37,2.27,37.7,94.2,34.93,68.67
B05144,802,3.8,3.72,21.1,58.6,42.86,83.17
B05145,199,3.51,4.73,37.7,39.2,47.43,92.45
B05146,1280,3.78,2.33,22.5,86.2,37.36,72.88
B05147,1132,3.79,2.06,38.7,70.4,37.79,77.23
B05148,440,3.51,3.44,43.8,48.9,45.71,90.2
B05149,1118,4.02,0.7,42.1,76.0,37.84,75.96
B05150,99,4.03,1.84,46.8,37.7,49.6,93.12
B05151,1396,3.2,4.91,46.8,85.7,35.8,66.89
B05152,1498,3.59,0.86,24.1,89.5,34.73,71.38
B05153,961,3.54,2.77,28.7,65.3,40.28,80.87
B05154,1881,3.8,2.41,22.2,106.7,30.29,62.75
B05155,1076,3.83,1.87,26.3,77.3,40.12,76.55
B05156,888,4.02,3.79,43.1,62.9,41.18,78.03
B05157,1319,3.24,0.76,42.1,78.3,37.47,70.0
B05158,1286,3.91,4.89,36.2,85.8,37.41,72.35
B05159,44,3.78,4.69,43.0,30.1,49.58,96.71
B05160,566,3.74,3.54,29.1,55.9,43.79,89.9
B05161,1409,3.38,1.97,23.4,89.9,35.91,73.53
B05162,1445,3.46,2.17,31.5,83.8,35.98,69.63
B05163,406,3.37,1.11,34.5,44.2,45.55,91.43
B05164,408,3.75,2.94,23.0,46.5,45.22,92.31
B05165,254,3.52,3.83,24.2,36.5,46.74,93.9
B05166,1853,3.49,0.83,34.1,108.8,32.44,63.45
B05167,1451,3.32,1.96,27.4,85.3,36.33,69.94
B05168,378,3.61,3.46,38.7,47.2,45.94,91.47
B05169,1814,3.33,1.29,48.0,100.4,31.05,59.74
B05170,836,3.55,4.05,49.7,64.4,41.12,81.06
B05171,1546,3.93,4.92,31.9,93.7,35.26,66.05
B05172,548,3.49,4.4,29.1,55.0,45.18,88.05
B05173,1102,4.05,4.62,28.8,74.7,39.93,78.33
B05174,487,3.44,0.9,46.9,47.7,45.88,86.48
B05175,1817,3.48,2.96,47.5,101.7,30.89,59.08
B05176,1030,3.77,4.84,26.6,76.1,39.13,78.21
B05177,333,3.54,1.93,46.1,47.3,46.94,89.05
B05178,320,3.94,4.2,35.9,38.0,47.13,93.5
B05179,1097,3.35,2.27,48.7,78.7,38.27,76.2
B05180,170,4.2,2.65,42.2,34.1,47.93,93.1
B05181,1402,3.8,2.81,28.9,81.6,36.39,72.49
B05182,191,4.01,4.68,23.4,33.4,48.96,94.66
B05183,726,3.47,2.23,40.9,56.3,43.15,81.15
B05184,1038,3.76,3.76,47.7,68.0,38.65,74.45
B05185,1440,3.76,1.82,43.8,88.4,36.59,67.35
B05186,1639,3.5,0.63,20.7,95.7,34.42,67.62
B05187,103,4.19,3.4,31.7,36.4,49.76,97.48
B05188,114,3.35,1.51,49.9,37.7,48.86,93.68
B05189,1065,3.4,3.63,37.5,74.0,39.92,78.34
B05190,1580,3.57,3.68,47.3,88.6,33.55,63.23
B05191,1489,3.9,0.65,49.3,90.2,35.23,65.26
B05192,95,4.13,2.17,42.7,37.2,49.51,95.34
B05193,1326,4.02,1.62,42.7,85.9,37.45,69.28
B05194,1393,3.44,4.11,43.8,89.0,35.12,69.64
B05195,1881,3.82,4.57,33.5,110.0,31.16,60.28
B05196,107,3.98,2.68,20.1,38.9,49.55,97.58
B05197,967,3.87,1.99,36.7,67.0,40.05,80.9
B05198,1193,3.58,1.82,28.7,72.9,37.19,73.6
B05199,1788,3.55,2.83,38.2,101.5,31.89,61.43
B05200,1754,3.29,2.27,32.9,97.6,31.52,62.84
B05201,1732,3.86,4.99,35.5,103.4,33.37,61.92
B05202,793,4.13,0.55,29.6,65.9,42.89,81.64
B05203,513,3.26,2.72,22.3,53.7,44.98,91.16
B05204,1736,3.84,0.71,47.6,100.2,32.06,61.08
B05205,166,3.79,4.35,30.2,38.7,47.56,97.23
B05206,969,4.02,0.81,29.5,67.8,40.61,79.11
B05207,1280,3.9,2.5,23.1,85.2,37.94,75.75
B05208,1024,3.6,2.03,24.2,71.3,39.73,77.88
B05209,1860,3.92,2.46,26.6,104.1,32.01,64.01
B05210,627,4.05,4.91,32.8,54.2,44.5,87.89
B05211,1633,3.36,1.58,32.1,91.0,33.08,65.74
B05212,1502,4.05,2.36,30.2,94.4,35.75,67.91
B05213,1631,4.09,0.59,30.1,90.9,34.31,65.23
B05214,1452,3.37,2.77,36.7,87.2,36.03,71.12
B05215,1292,4.02,3.23,23.0,85.9,36.78,73.69
B05216,953,3.29,1.84,39.6,64.3,39.71,79.73
B05217,1863,3.71,1.29,20.8,104.6,30.63,63.79
B05218,1531,3.21,3.85,22.6,94.3,35.69,67.93
B05219,694,3.67,4.64,26.3,58.2,43.95,86.38
B05220,1592,4.02,0.73,21.5,89.6,33.63,68.67
B05221,1995,3.42,0.74,28.4,111.4,30.9,60.77
B05222,1886,3.35,3.67,42.8,109.5,31.51,57.67
B05223,276,4.12,4.71,34.3,45.5,47.96,92.22
B05224,918,3.45,2.49,28.4,67.5,41.53,81.75
B05225,1262,3.29,3.53,23.0,78.3,37.18,74.39
B05226,595,4.15,0.82,49.0,51.3,43.29,83.66
B05227,910,3.51,4.5,45.5,65.9,40.23,79.83
B05228,334,3.34,2.09,45.5,42.2,46.1,91.11
B05229,1426,3.33,2.97,28.3,86.9,35.44,71.8
B05230,729,3.91,3.3,37.8,63.8,42.42,82.4
B05231,1364,3.42,4.88,29.2,83.8,35.73,70.6
B05232,543,3.53,0.91,22.9,56.3,43.64,90.32
B05233,175,3.56,4.49,47.5,32.6,48.42,91.41
B05234,1498,4.12,4.1,38.4,91.9,35.2,68.08
B05235,1190,3.39,2.22,42.2,74.8,37.14,71.67
B05236,1024,3.21,1.33,49.8,74.2,39.24,76.17
B05237,750,4.16,3.82,33.0,58.1,42.29,83.97
B05238,1269,3.39,1.7,32.0,80.4,37.8,73.29
B05239,1038,3.84,2.33,49.4,75.3,39.96,75.29
B05240,1557,3.43,4.53,42.9,97.0,35.16,64.83
B05241,1460,3.75,1.78,30.1,92.5,34.79,71.65
B05242,260,3.57,1.88,28.7,35.4,46.75,94.0
B05243,1135,3.68,3.33,46.5,75.3,38.14,72.79
B05244,1533,3.87,1.43,40.9,91.6,34.12,66.46
B05245,443,3.91,4.37,21.7,48.0,45.22,93.55
B05246,27,3.35,4.55,33.4,29.5,49.79,100.0
B05247,584,4.11,3.59,48.3,48.4,45.09,85.69
B05248,1520,3.74,1.09,38.4,91.8,33.8,68.75
B05249,770,3.55,1.13,29.7,56.3,41.91,85.58
B05250,49,3.94,2.97,22.7,34.8,49.15,98.51
B05251,832,4.18,3.85,37.2,67.8,41.68,82.22
B05252,852,4.19,2.92,32.3,65.0,40.77,82.39
B05253,1947,3.63,3.73,24.8,107.3,29.8,61.01
B05254,1936,3.43,2.92,31.3,107.1,31.36,61.34
B05255,677,3.62,4.74,20.3,61.3,42.84,85.34
B05256,1731,3.36,4.73,42.2,103.1,33.34,63.94
B05257,1079,3.93,1.31,45.7,70.4,39.89,76.89
B05258,286,3.71,1.66,20.1,43.9,47.49,95.64
B05259,449,3.39,3.06,47.5,50.7,46.31,87.74
B05260,1744,3.26,4.43,38.1,102.3,31.62,63.44
B05261,1514,3.84,2.31,48.1,95.1,34.47,67.4
B05262,274,3.47,4.79,21.6,41.3,48.02,95.14
B05263,1489,3.74,4.28,21.2,89.0,35.77,71.87
B05264,958,3.61,1.11,26.3,65.3,40.59,81.04
B05265,871,3.49,1.61,22.1,67.9,40.36,84.75
B05266,1572,3.3,4.69,45.5,88.0,34.44,67.29
B05267,980,3.65,3.39,23.0,66.5,39.38,81.69
B05268,715,3.21,4.45,37.4,59.8,43.0,83.74
B05269,1005,3.94,3.66,41.9,74.4,39.96,76.56
B05270,1792,3.34,4.06,32.7,98.6,31.86,62.15
B05271,479,3.69,4.84,27.0,50.5,44.74,90.11
B05272,773,3.64,0.82,44.2,63.4,41.52,81.55
B05273,1095,3.64,1.64,46.3,73.4,39.39,74.98
B05274,1922,3.44,4.49,20.3,108.7,31.4,60.66
B05275,63,4.16,3.39,34.7,36.6,49.09,99.02
B05276,993,3.28,0.61,34.4,66.4,39.78,80.25
B05277,1416,3.78,3.41,39.2,87.7,35.09,68.0
B05278,677,4.03,2.44,20.8,55.2,42.26,87.96
B05279,1147,3.55,4.84,21.1,73.9,38.85,79.26
B05280,1607,3.98,1.4,41.2,91.0,33.18,63.99
B05281,711,4.08,3.59,27.0,55.2,42.07,86.52
B05282,1030,3.61,0.64,26.0,66.3,40.31,78.9
B05283,184,3.52,3.91,40.7,41.5,47.2,94.65
B05284,1293,3.23,0.57,32.8,77.5,37.24,73.58
B05285,1016,4.14,4.68,44.7,73.4,39.26,76.68
B05286,620,3.88,2.43,20.6,50.5,43.37,88.44
B05287,436,3.55,1.79,34.4,47.7,44.99,89.4
B05288,34,3.42,1.36,29.4,33.7,50.55,97.56
B05289,1363,3.39,2.21,31.3,86.9,35.55,70.51
B05290,1304,3.6,2.42,22.6,78.4,36.43,73.95
B05291,1378,3.27,2.72,41.0,87.8,36.26,68.73
B05292,491,3.64,3.61,31.1,46.8,45.48,90.23
B05293,848,3.83,1.54,25.6,68.8,40.81,82.89
B05294,94,4.18,1.84,21.5,35.9,49.97,99.37
B05295,1174,3.3,4.36,46.4,72.8,39.23,71.63
B05296,98,4.17,0.94,35.7,32.7,49.37,95.03
B05297,1697,3.94,4.24,32.6,101.0,32.83,65.77
B05298,402,3.36,1.45,28.8,46.3,46.41,89.6
B05299,1618,3.93,3.65,35.7,94.1,32.88,67.7
B05300,1177,3.39,2.89,29.0,74.1,37.28,76.65
B05301,1987,4.09,3.15,38.3,108.0,30.31,58.13
B05302,1609,3.67,1.79,41.6,90.4,34.88,66.12
B05303,1905,3.53,1.94,33.7,110.6,30.08,60.54
B05304,124,3.71,3.57,47.0,32.3,49.42,94.35
B05305,1883,3.44,4.63,20.4,102.8,30.54,63.74
B05306,1671,4.06,2.57,28.2,98.7,33.78,65.7
B05307,1034,3.65,4.05,47.5,69.7,39.31,75.3
B05308,1022,3.89,3.65,47.3,69.3,38.8,77.44
B05309,234,4.04,4.83,33.4,37.7,48.63,93.21
B05310,1731,3.3,2.0,30.4,97.1,33.36,64.71
B05311,1859,4.13,1.07,43.5,108.1,30.43,59.34
B05312,1049,3.82,4.23,25.9,67.7,39.05,77.29
B05313,375,4.19,2.0,36.7,41.4,45.57,88.92
B05314,1877,3.42,0.55,42.2,104.5,30.32,60.31
B05315,596,3.32,0.56,35.3,54.9,43.87,87.72
B05316,352,4.09,3.58,36.7,42.3,46.53,92.54
B05317,1959,3.77,3.1,31.0,110.2,30.0,59.22
B05318,820,3.73,3.32,31.1,61.9,40.83,83.21
B05319,714,3.97,4.64,23.7,56.2,43.83,84.31
B05320,779,3.25,2.24,30.2,56.5,42.8,84.52
B05321,470,4.11,1.95,26.6,51.9,45.59,92.2
B05322,493,3.33,2.39,39.5,50.7,45.87,87.96
B05323,329,3.68,4.03,22.4,46.0,46.93,93.88
B05324,358,4.07,2.82,34.9,49.3,47.23,92.41
B05325,766,3.99,2.61,26.0,65.1,41.66,84.09
B05326,1443,3.51,0.85,41.7,87.9,34.61,69.59
B05327,616,4.19,1.5,34.7,54.4,44.77,87.17
B05328,1183,4.01,4.48,24.0,77.0,37.87,78.19
B05329,1964,3.38,1.07,44.6,107.0,30.74,58.78
B05330,1012,3.37,0.72,41.5,67.5,39.39,76.15
B05331,957,3.34,3.99,45.2,68.4,40.73,77.79
B05332,176,4.19,2.75,28.4,35.5,48.31,97.17
B05333,374,4.07,3.6,46.3,49.0,46.12,88.19
B05334,1933,4.03,1.76,33.2,105.4,31.06,60.89
B05335,1685,4.19,2.68,36.7,93.1,32.36,65.6
B05336,1673,3.27,3.88,31.3,100.9,32.35,63.66
B05337,439,3.22,1.47,35.3,46.2,44.82,90.4
B05338,935,4.05,4.05,49.1,65.2,39.73,77.28
B05339,976,3.27,4.5,30.7,64.3,39.86,79.63
B05340,176,3.56,3.3,38.7,39.3,48.43,94.51
B05341,150,3.92,3.59,49.0,39.3,48.79,92.21
B05342,701,3.25,4.66,36.4,54.7,43.89,85.46
B05343,277,4.19,4.12,23.4,39.6,46.57,96.19
B05344,834,3.3,4.62,39.1,61.1,41.7,81.7
B05345,658,3.83,1.43,28.8,60.7,43.35,85.21
B05346,504,3.84,3.84,48.8,49.5,45.52,84.81
B05347,1037,3.23,2.26,28.2,67.0,39.88,79.33
B05348,74,4.06,4.55,28.7,31.2,48.34,97.66
B05349,178,3.33,3.43,20.2,37.3,47.65,95.9
B05350,1061,4.17,3.83,42.1,76.1,39.96,77.25
B05351,1758,4.17,4.25,45.6,98.7,32.11,62.71
B05352,620,3.96,0.95,21.3,56.5,43.34,86.21
B05353,400,3.91,1.77,39.2,50.6,45.45,88.55
B05354,368,3.64,4.79,28.2,48.3,46.46,91.91
B05355,1665,4.06,1.73,20.4,95.9,32.76,65.53
B05356,1342,3.39,0.73,39.9,85.8,37.53,72.86
B05357,722,3.84,4.54,43.7,55.7,42.1,82.54
B05358,44,3.39,1.73,38.8,29.2,49.11,95.93
B05359,793,3.91,0.96,27.5,61.6,41.83,82.68
B05360,1241,3.47,2.33,46.3,78.2,36.91,72.69
B05361,1086,3.5,4.81,23.3,72.6,38.78,78.28
B05362,1982,3.99,2.42,31.7,109.0,30.56,60.73
B05363,722,3.29,4.91,50.0,61.3,42.04,80.5
B05364,741,3.24,1.27,40.2,57.0,42.72,84.15
B05365,1551,3.65,1.74,40.2,90.2,35.26,64.84
B05366,755,3.57,4.31,43.4,56.2,43.04,81.87
B05367,1760,3.67,4.59,27.5,99.7,32.95,65.84
B05368,830,4.11,2.34,39.9,63.4,42.61,82.44
B05369,1793,3.65,3.81,34.1,105.5,31.16,62.62
B05370,1732,3.55,3.7,48.9,101.4,32.52,60.97
B05371,1804,3.96,3.3,45.0,101.9,32.22,61.05
B05372,150,4.04,3.96,40.8,33.0,48.92,94.1
B05373,1110,4.12,2.01,46.4,74.5,38.52,72.79
B05374,1629,4.01,2.41,26.9,94.9,34.35,65.22
B05375,1604,3.64,3.4,48.8,90.6,34.37,63.34
B05376,429,3.56,2.27,48.1,44.5,46.42,86.99
B05377,165,3.87,1.19,39.4,39.5,47.97,95.02
B05378,1698,3.62,4.36,25.3,98.8,32.42,66.5
B05379,1368,3.55,4.99,47.3,83.1,35.43,70.19
B05380,1950,3.49,1.08,20.8,103.4,31.18,61.97
B05381,1354,3.42,1.62,42.9,87.7,35.93,72.22
B05382,593,3.93,4.27,21.1,53.7,45.06,86.77
B05383,1543,4.19,3.4,30.8,93.0,34.15,67.59
B05384,419,3.95,4.29,25.2,42.9,45.93,91.0
B05385,354,3.26,2.6,41.2,48.8,47.25,89.72
B05386,597,4.01,2.07,47.3,50.8,43.9,83.86
B05387,524,3.37,2.88,30.6,55.3,45.38,87.24
B05388,1471,4.19,4.9,23.6,85.4,35.42,69.63
B05389,263,3.89,2.4,32.4,43.0,46.97,93.78
B05390,1929,4.15,1.07,22.0,102.6,30.02,62.04
B05391,1808,3.31,4.26,28.4,99.1,31.34,62.95
B05392,476,3.86,1.18,20.7,49.6,44.58,89.59
B05393,750,3.26,3.37,33.8,64.4,41.94,85.38
B05394,588,3.44,3.64,49.9,58.2,43.84,85.22
B05395,975,4.14,1.37,24.3,71.9,39.6,81.43
B05396,223,4.2,2.03,41.9,41.9,48.64,94.0
B05397,707,4.17,4.58,49.7,54.5,42.57,81.15
B05398,495,3.78,2.47,23.2,48.2,44.8,88.79
B05399,1766,4.19,3.85,20.8,101.6,31.71,66.34
B05400,275,3.45,2.85,38.0,42.2,46.78,93.03
B05401,1732,3.85,4.33,35.5,96.4,32.43,65.43
B05402,1699,3.56,1.17,46.4,102.8,32.81,64.6
B05403,1026,3.42,2.81,37.3,67.3,40.2,78.08
B05404,1483,3.23,3.1,41.0,86.9,34.56,67.4
B05405,748,3.61,2.81,24.1,55.4,41.74,85.42
B05406,145,3.83,2.96,31.3,36.4,49.42,94.29
B05407,878,3.52,4.79,21.5,67.2,42.0,81.53
B05408,641,3.43,4.01,24.8,57.7,42.76,89.15
B05409,735,3.42,0.6,40.6,61.6,43.04,82.76
B05410,832,3.95,3.14,20.3,67.7,41.59,84.82
B05411,107,3.96,1.58,30.9,36.3,48.55,95.22
B05412,1627,3.56,4.12,32.3,92.8,33.19,66.06
B05413,570,3.35,4.12,25.7,50.9,44.32,87.69
B05414,68,4.0,4.53,48.5,36.4,48.33,94.61
B05415,113,3.86,1.58,29.5,36.2,49.2,97.34
B05416,1844,3.36,1.45,41.1,106.2,31.54,61.89
B05417,712,4.13,3.35,45.4,57.5,42.32,83.07
B05418,189,3.38,4.76,21.4,40.6,47.63,95.06
B05419,1860,3.21,3.57,40.0,108.6,30.75,60.99
B05420,1191,3.55,1.08,42.3,76.8,37.26,74.25
B05421,666,3.46,2.89,44.0,56.1,43.42,84.52
B05422,203,3.36,2.97,22.0,38.7,47.2,94.86
B05423,504,3.71,1.51,37.4,46.0,44.34,89.05
B05424,778,4.18,1.76,44.9,66.1,42.6,83.44
B05425,1784,4.01,2.65,31.8,97.9,32.71,63.33
B05426,14,4.04,0.91,45.1,34.0,50.77,96.78
B05427,1007,3.6,0.95,45.8,71.6,39.34,76.87
B05428,238,4.17,4.86,40.0,43.8,47.67,91.85
B05429,1875,3.44,2.31,41.7,107.5,31.79,61.4
B05430,804,3.4,4.2,28.3,61.9,41.07,83.47
B05431,586,3.65,1.14,24.3,54.4,44.77,88.08
B05432,1793,3.27,2.32,38.0,105.3,32.71,62.7
B05433,1741,3.55,1.61,39.3,95.5,31.76,61.06
B05434,168,3.75,1.89,24.7,37.1,49.04,95.12
B05435,848,4.0,1.06,49.5,68.5,41.46,80.55
B05436,1303,3.65,3.19,21.5,85.8,37.26,73.81
B05437,1402,3.91,4.97,22.1,88.2,35.79,71.91
B05438,1956,4.03,3.01,30.2,111.2,29.92,60.09
B05439,1679,3.88,4.63,39.1,100.8,34.19,65.97
B05440,440,4.09,1.72,44.0,45.3,45.63,87.66
B05441,120,3.66,1.9,33.1,38.6,48.47,95.01
B05442,1219,3.61,1.81,34.3,79.4,36.84,73.62
B05443,628,3.31,1.76,46.8,55.9,43.83,85.79
B05444,1012,3.68,0.96,44.1,67.5,39.2,77.34
B05445,880,3.79,2.07,39.2,67.3,41.43,80.26
B05446,1269,3.81,4.29,39.9,76.0,37.23,72.88
B05447,874,4.0,2.06,24.8,64.6,41.68,83.02
B05448,712,3.75,2.57,33.2,58.5,41.95,86.07
B05449,1518,3.82,0.56,26.0,94.3,34.63,69.97
B05450,1293,3.79,4.1,23.9,83.6,37.4,75.74
B05451,1789,3.68,1.84,47.3,106.0,32.65,60.71
B05452,1973,3.49,2.59,23.8,105.9,30.19,60.14
B05453,356,3.38,1.74,33.7,40.3,47.0,90.35
B05454,953,3.21,2.22,30.0,68.2,40.3,79.77
B05455,1409,3.59,1.89,42.7,89.5,35.76,67.29
B05456,1547,3.3,1.27,20.9,89.0,34.92,68.98
B05457,1856,3.82,1.16,30.5,105.4,30.61,62.76
B05458,1712,3.83,1.5,36.8,101.3,32.86,62.38
B05459,763,3.64,4.45,48.7,55.8,42.43,81.34
B05460,336,3.96,3.01,24.9,40.6,46.88,94.54
B05461,256,3.59,4.92,32.1,35.9,47.45,93.71
B05462,1301,3.49,2.97,41.7,80.2,37.51,73.29
B05463,562,3.88,0.98,33.0,52.5,44.87,85.93
B05464,1383,4.06,1.69,38.5,86.0,36.68,68.56
B05465,1302,3.64,3.46,40.2,85.7,37.85,73.37
B05466,98,3.74,4.47,36.9,31.2,49.08,94.48
B05467,1124,3.97,4.52,47.6,79.7,39.73,74.35
B05468,568,3.52,0.71,20.9,53.3,43.48,89.61
B05469,1537,3.25,4.4,45.5,87.1,33.89,68.09
B05470,1822,4.06,1.67,39.9,98.9,31.1,61.61
B05471,1698,3.49,4.11,38.3,93.8,33.01,62.19
B05472,1522,3.35,2.47,50.0,89.7,35.73,65.93
B05473,1194,3.51,1.75,23.7,79.3,38.48,76.81
B05474,456,4.06,3.41,34.4,53.0,44.62,91.03
B05475,112,3.36,3.46,33.8,35.0,48.13,96.58
B05476,1017,3.95,3.46,36.5,73.2,40.32,79.78
B05477,1313,3.29,0.88,41.6,81.5,36.27,70.76
